t_index   tf-idf
8159      0.003808583521177317
7753      0.03704135063503007
6668      0.003960576015430838
6734      0.09303249588674725
4049      0.0034930247151277044
11827     0.0033602607401590897
10385     0.0022612595794695156
3860      0.007086134684128887
2270      0.0054257657584956525
9500      0.0105773821793905
4102      0.0068966011798280045
8349      0.003933303678555895
9575      0.004170372921598077
10415     0.0030204082461044823
8382      0.002644202191055144
8373      0.007166195909516401
8775      0.00560066535179575
7552      0.006404211838454238
11970     0.009304055285145992
4970      0.006543388557966031
11540     0.006146435953317611
8259      0.004249643449241975
1942      0.008663497547167592
8795      0.0035830979547582004
8888      0.0036892174061998193
384       0.0022266935176887496
7496      0.008092370450161352
6444      0.004594429585763286
675       0.0072913492892182855
7207      0.004985939960639484
12191     0.009260337658757518
11984     0.0026537840253625378
7425      0.002733215631583321
8372      0.00869085816741857
9007      0.003854908683278924
11824     0.04388632158323761
2920      0.00294518270689777
3430      0.003933303678555895
3606      0.004793389380452984
2079      0.006093064374722505
12133     0.007976922529656856
6076      0.009882200520031331
131       0.008388996675621646
7426      0.00393065648783931
9264      0.0045433694792098925
10522     0.0021034801764447096
10958     0.001980383999422326
3515      0.007320836755589927
8874      0.002492969980319742
9359      0.004346631532704618
3785      0.0025701000936425734
6696      0.002289622902992405
7384      0.008474923533764857
3096      0.0028628217749586096
9824      0.001447599257667541
3888      0.0022513819990116874
7222      0.0036456746446091428
5963      0.001910892341958864
6900      0.0017326995094335182
4451      0.003880493948001571
3801      0.0032312260008499644
3524      0.0033433782841290316
5169      0.005957633170676607
1538      0.0025172903630882497
1743      0.006461629801443115
11722     0.013269020788644552
7516      0.007875773039745319
10259     0.002483292582231942
5233      0.013647909324290724
7769      0.0018834367927558031
7529      0.003933303678555895
8053      0.010487395065829786
855       0.005957633170676607
2646      0.003880493948001571
1014      0.00868404034050325
7292      0.034736161362013
2344      0.00474057964989866
3708      0.0027963322252072156
6166      0.002002736073061521
2082      0.00311435460723207
3228      0.004594429585763286
3461      0.006933367522716062
8805      0.004884129647763077
8299      0.00760393521251212
4621      0.00696386893670907
4046      0.0030334014682493983
11238     0.0023336421693767716
2093      0.003310287219700988
8390      0.005989645962763671
2232      0.014900435344389909
9583      0.004182389035788139
1508      0.0013429720273174036
8388      0.003933303678555895
3592      0.00420346398602612
5764      0.0027963322252072156
105       0.0031004903135337493
7902      0.004549303108096908
9581      0.004372892970928328
1351      0.0062694745118910865
7337      0.0034123316547482294
9483      0.021962510266769784
6020      0.0020550509516145234
11095     0.012921502107385676
7475      0.0022023556715130084
7013      0.00782395463860616
3080      0.003906617889258342
2631      0.0029948229813818355
9211      0.00868404034050325
7031      0.0173680806810065
7217      0.002816408318274321
2308      0.015731092598744677
6255      0.00782395463860616
6560      0.00868404034050325
2088      0.005636203861101243
9124      0.005501345048198001
7898      0.0173680806810065
12093     0.001862926550964022
4518      0.0021603225442073932
5171      0.00782395463860616
10448     0.00696386893670907
212       0.006588133680020886
8959      0.0019095607340125738
6740      0.0021603225442073932
3788      0.006686983185257482
9594      0.004345429083709285
2110      0.004906270926977765
12045     0.0025434143043450205
9596      0.002534645070837373
7689      0.004138141463284679
2144      0.003906617889258342
6636      0.005501345048198001
5186      0.0016358471394915077
988       0.00868404034050325
9120      0.00868404034050325
9543      0.002682981640167355
5659      0.00294518270689777
11122     0.00782395463860616
2762      0.00224040461163666
8330      0.004345429083709285
2610      0.0036244631643828373
9182      0.00868404034050325
7329      0.007320836755589927
11414     0.003504287892952233
5989      0.005231785589766008
9411      0.003734343883866196
1710      0.003711575513376838
10768     0.0033773760649853392
2662      0.003880493948001571
10800     0.004138141463284679
2656      0.0029330768413456144
103       0.002597372430517517
635       0.002753906165096018
8686      0.002525937376317358
11913     0.003504287892952233
4978      0.002702835525754006
11917     0.005501345048198001
11691     0.0035830979547582004
7494      0.003326722445098392
2658      0.002282471059695821
12111     0.000990191999711163
6311      0.0032464137606697057
2613      0.0010337347613018398
8054      0.008846013859096368
4555      0.008152172928322295
9849      0.0023186497558927532
2346      0.003246640377669124
7153      0.0027963322252072156
12171     0.0007928179450160231
7692      0.0044636938984470706
1056      0.0036244631643828373
3862      0.004016987610275859
7875      0.005030458623495166
8924      0.006686983185257482
1885      0.0035830979547582004
9595      0.006103783234811981
843       0.003734343883866196
1454      0.0031004903135337493
6102      0.0026065980594609417
6964      0.004138141463284679
205       0.00474057964989866
1527      0.002425949774302416
9505      0.0030732179766588055
1617      0.0023186497558927532
8262      0.002733224996741963
2919      0.004106726079566214
9123      0.004966811781463303
1442      0.006686983185257482
4138      0.003246640377669124
6360      0.002122139796898874
2738      0.002186446485464164
4172      0.0033773760649853392
8559      0.00532377960034416
2281      0.0033773760649853392
4167      0.00420346398602612
5387      0.0016965997597215418
8347      0.0029330768413456144
487       0.0030334014682493983
883       0.00532377960034416
8706      0.003186099523183587
1745      0.006686983185257482
4347      0.002326013821286498
12137     0.0040760864641611475
11927     0.0018427498238569168
5802      0.0024179700594905017
7964      0.01392773787341814
2073      0.007320836755589927
1549      0.00712584245530219
3501      0.005708632668622606
9822      0.006103783234811981
5090      0.003988461264828428
2155      0.007610536817589718
7408      0.003466683761358031
6095      0.005030458623495166
