t_index   tf-idf
6614      0.01519031101920476
9583      0.008713310491225288
4787      0.009847934699668801
11910     0.009421914914456314
7317      0.014444515672325128
11729     0.014929574811492501
7135      0.011976075758204611
10250     0.011388437486424846
9267      0.01543997647792281
2877      0.009001343934197471
485       0.00897448583533766
10503     0.011057433439010573
667       0.019774739024805612
7140      0.008067693847125527
2809      0.008135574547416839
2025      0.02060771861704218
8259      0.007082739082069958
1942      0.014439162578612651
10143     0.013792863415420784
4492      0.024278739514001633
6231      0.029691010230425793
10988     0.00642532186378254
4930      0.01519031101920476
3863      0.02786242993857284
12196     0.013153757951578205
7888      0.004231749862197917
3721      0.019143456607347023
10008     0.012531456963213002
9141      0.018105954515455353
4113      0.017111358664859223
1713      0.026550829359863224
6846      0.03618350141876354
1668      0.013337333652381706
6166      0.008344733637756336
7424      0.011097668446765104
6246      0.01595766803381093
8208      0.02069504908943043
4457      0.021535299973784085
7123      0.006169952803239296
3730      0.00846469661592142
338       0.008592755717524363
8347      0.012221153505606725
1607      0.009249559874353663
11552     0.008112848478281944
4069      0.007934549002452744
8882      0.011431343727720384
8261      0.008274069589178885
4305      0.01156224115988066
1451      0.012425939578316513
8060      0.014367919124641675
3340      0.006491184823305885
3861      0.016832753791917423
8430      0.016168724783339878
1011      0.012322532683255888
11884     0.006625482566278373
10345     0.009451207754309372
10821     0.024342399520889447
9541      0.014218048561450956
1804      0.022182415001434
6646      0.03323717720690356
10027     0.020202279028022987
12111     0.004125799998796513
9371      0.006341891090758917
4376      0.016001385670240908
11927     0.007678124266070486
2082      0.012976477530133623
103       0.01082238512715632
4396      0.02786242993857284
6114      0.005926605657494716
