t_index   tf-idf
14022     0.004919865349569602
6351      0.0034490752941086006
1229      0.0021740707237109837
7129      0.005555077250122728
2988      0.0038434552915336934
13893     0.006287824846858959
14284     0.005595327764318604
9122      0.023189794426452436
5264      0.005748448852044126
12167     0.005476387654705609
9942      0.014098583125845315
9936      0.0018158240532693158
11759     0.011313778000705713
8259      0.03297503569197577
14141     0.012972406191768327
8685      0.01477711762088291
6971      0.01604631256720724
7782      0.02407254739780617
1919      0.03130765419205232
12964     0.006158920360706969
11377     0.013312236963043005
4733      0.007512183311312551
5576      0.008350134273801187
12283     0.02674687213161071
13205     0.014099060932771799
10833     0.010897380709625683
12621     0.014099060932771799
3113      0.007443496292847062
12956     0.017188316415137368
11147     0.003209149708576802
8659      0.01047219351513347
12230     0.013622065474653576
1901      0.005183356457126312
10141     0.01047219351513347
7876      0.0044220647574067075
12215     0.009888398256048793
9939      0.004198743604541753
4492      0.0034048063560233846
9525      0.004282734800296687
889       0.005698749602493386
13681     0.006158920360706969
6333      0.009500097116127598
9083      0.0016178440212891144
9561      0.006012177313360917
12896     0.00652221217113295
5323      0.003971101671473079
14237     0.002119790108201824
1037      0.004358095022404937
6399      0.005784535380292243
12824     0.005098129643504069
11375     0.00812781951293749
7927      0.007641940406831284
2516      0.0028885993622893053
13957     0.004246749204971122
10077     0.0055751251016222915
7388      0.0020352176754229504
12831     0.006569391869369812
8424      0.003751648264083471
12458     0.006261530838410465
10398     0.007049291562922657
10192     0.004283340456249394
9859      0.003194045764126713
3226      0.008724997061142398
10524     0.014858242713159638
3111      0.01047219351513347
13922     0.01286942248303731
5614      0.0035399258051316083
10776     0.01286942248303731
2633      0.004904246008736592
9737      0.004680500177383782
3026      0.009325617020131714
8273      0.008293110165629898
6103      0.00853111342637492
4418      0.007084887102745068
5966      0.005166087537538342
14144     0.0053626205212093814
5844      0.006845326097495142
4662      0.006595972572445594
13942     0.0027965438207739526
4496      0.00853111342637492
10654     0.010606388663995834
4594      0.008074964547229628
14159     0.007972354069526132
2065      0.014682856191856474
10369     0.004873284324083514
7849      0.007463353863691318
5613      0.010344547135194084
13088     0.003185958487768223
11359     0.00792251957575511
3992      0.010344547135194084
12026     0.00792251957575511
14139     0.006479676456810734
6604      0.0063683306393769205
10264     0.014241947261986371
12127     0.005762823788311368
1694      0.018309723609494805
11596     0.009687050331428615
11620     0.009083947000806518
6892      0.01159922148716446
7457      0.004514334384419392
7022      0.00886272527174182
5435      0.008658759806314306
7776      0.0037920541918364014
13826     0.006287824846858959
1977      0.005806428661347026
6098      0.0066867180329026775
7596      0.009591904143577818
9781      0.013622065474653576
9154      0.005895881197726057
10295     0.005656889000352857
11589     0.013622065474653576
4281      0.008181764348196084
1801      0.008293110165629898
65        0.00481243898128637
22        0.003751648264083471
7445      0.003387306412388402
6314      0.004151603017120327
2751      0.005307539922174021
2912      0.007554724603405844
4103      0.011405337852396983
12855     0.007194675175673978
7349      0.00792251957575511
8027      0.003682405573176797
5639      0.004919865349569602
8750      0.0026281310033491254
7545      0.0055351818552426945
12308     0.007120973630993186
9190      0.00802315628360362
8761      0.0029840124989509733
