t_index   tf-idf
9220      0.005131626568380598
11022     0.005648512596007496
12082     0.02377074678078634
9714      0.007767655599980943
2959      0.02166003174727638
12124     0.009166866726323376
9221      0.01407318929843943
10458     0.006851235191837322
11238     0.0015041892436130203
6900      0.0033505239132692343
2626      0.0072659571799742985
3653      0.007636566366054988
1436      0.0061325701296234495
5871      0.02870831888799764
2024      0.01531714481105849
11872     0.010856455998228336
853       0.01638797368407569
9459      0.011485238885924166
6076      0.01910922752492246
10555     0.008796994960408385
7148      0.013479228548444955
5559      0.01471650765832266
6711      0.0209202882154464
5969      0.006968303142499964
10988     0.005963834658096501
10786     0.0063387818590367765
11912     0.002539395152261475
7065      0.009994282860761674
69        0.008476597463294095
9550      0.004918204455915786
1241      0.008796994960408385
4501      0.015129194052553347
7332      0.00771249415850801
3037      0.006703532135222711
2524      0.005407272258687985
5004      0.0063387818590367765
3861      0.007811885737685435
4073      0.0033328810615214422
1171      0.004227935192886504
8082      0.009604332174100309
7475      0.0014195662707726573
2433      0.020233424932796715
4654      0.013466044905238533
7337      0.006598431376584974
2877      0.008354838568757874
9267      0.0035827569727776686
11110     0.006497741762738571
307       0.006160965928808041
10526     0.00906891773759171
10450     0.01813783547518342
6101      0.01029460143712959
1568      0.008796994960408385
3055      0.01083001587363819
5811      0.05037702959960448
9509      0.005058356233199179
10910     0.0028418194040844857
12171     0.0015330733743403762
208       0.003996926926625522
28        0.00591674679901769
5963      0.0018475478444353658
10772     0.005557957810437499
1804      0.02058920287425918
10680     0.012930630468729935
2800      0.00800193100635159
4192      0.013466044905238533
670       0.01094139333155752
3520      0.012265140259246899
3696      0.005513930574684597
488       0.004127945015578238
6020      0.0039738554312988015
6607      0.004020222420554601
10571     0.005718744449687815
5272      0.00591674679901769
8495      0.006401107883399701
3852      0.006889626683303222
3888      0.004353501103061273
3903      0.0037756257568122347
2098      0.016128514061429025
5759      0.0022372201603061076
6387      0.00396240234498463
5312      0.01029460143712959
4099      0.009604332174100309
9439      0.010139746610608909
8657      0.008261580523899787
4721      0.009166866726323376
3954      0.008064257030714513
9462      0.009994282860761674
7272      0.00755423348751613
11046     0.0064328887059913655
2592      0.008712796250150171
4143      0.01679234319986816
8654      0.008476597463294095
946       0.004753796529740153
12131     0.008712796250150171
116       0.0068134483159792815
11995     0.005094711732156755
7452      0.014156314168267814
2634      0.02586126093745987
972       0.012930630468729935
11835     0.006425770413725358
9503      0.004202544299576288
8646      0.007605835842511398
78        0.005207205006453484
8558      0.005968910093121787
7207      0.0024103300914693634
8491      0.003917128982469317
2447      0.00528524170640711
7140      0.007488246222746345
11814     0.0057667343899369455
9600      0.0035633283886735956
2613      0.0019989346213019005
5978      0.00735825382916133
8893      0.010856455998228336
6818      0.01435415944399882
7426      0.0019001792413587825
7887      0.010414410012906968
967       0.006342886936217888
12111     0.0038294718220873714
3708      0.005407272258687985
8655      0.005625551492299443
4937      0.003807547518463946
10572     0.01188537339039317
8187      0.0028779015430842525
3791      0.006889626683303222
4151      0.013466044905238533
2637      0.00395100366783671
12044     0.005695104681846516
4966      0.003212885206862679
11927     0.0035633283886735956
8584      0.00800193100635159
232       0.004399867792761562
6161      0.004585077926151968
2215      0.011802895757923721
3730      0.003928367490261875
4757      0.0061325701296234495
6311      0.003138797834901649
3857      0.004091497473847682
3103      0.011520285136667472
7217      0.0027230467165635696
