t_index   tf-idf
11412     0.007868241936414848
10243     0.006119232043582433
12111     0.009790033895449354
3634      0.00867313573604111
9220      0.0157427865911337
11220     0.008806132555831212
12207     0.013156529443891946
8259      0.005041949855032852
9913      0.0053053309268846
6743      0.06185147937703929
5351      0.00394898307534474
11836     0.004208745158274261
2438      0.006329582072316741
11146     0.026479540075533468
9747      0.00862093011302704
6942      0.019352322506537213
1942      0.0034262419678063923
131       0.005529470501822177
9264      0.010980522595705014
11196     0.004658589102420561
5215      0.030899802513907792
1508      0.0026555944042999506
2357      0.0023984005827288276
4641      0.009287346609742722
4603      0.0257779691406483
2762      0.004430178610580966
10145     0.004376250260828252
7967      0.011074761995076341
8736      0.047122522253939265
1913      0.004336567868020555
5186      0.0032347259820453543
3993      0.0039828269379955155
8760      0.01114503588353353
9371      0.0030097110261228764
11958     0.004159424077715527
495       0.01007989612470526
8264      0.006611199996865317
4016      0.0026888871965069293
9541      0.006747548469841132
11930     0.004734559292969975
8491      0.01602260668535472
5053      0.012775496433855895
7475      0.0014516468644624348
7165      0.004051948160690497
4322      0.003311275588299997
9509      0.005172669368412719
8874      0.002464800827999745
5436      0.0047038883793462565
6880      0.008174505917731292
9221      0.004797075824891783
11757     0.006450774168845738
8452      0.020138233397577317
5393      0.009177631475736267
1713      0.00630019679725568
11770     0.005921966347365211
5839      0.034799216761727626
10684     0.0047656184563101885
8908      0.008448282908620687
3007      0.0085926563802161
9556      0.007724950628476948
8261      0.00392667709316964
3340      0.012322249156106087
12064     0.0045275029155217045
11835     0.0032854927821590104
9207      0.008668158987888312
10522     0.004159424077715527
621       0.004221231908585656
7424      0.0052666901103292025
6579      0.010220142360439905
2339      0.002526764755820736
10673     0.002848135588324105
9640      0.00908503025433418
6871      0.005638539175242441
3692      0.008699448304612665
3670      0.0171853127604322
2966      0.006578264721945973
967       0.0032431145069362647
8187      0.0029429388660918063
9562      0.0062424614007489795
5659      0.005823807612509714
7907      0.007943195839528534
5963      0.001889300338094922
10515     0.009478453577166916
313       0.006678427247146151
664       0.011522113667661793
9563      0.006678427247146151
8392      0.008826513358511156
5832      0.007724950628476948
2447      0.005404682196947385
8864      0.008995797106406316
5302      0.006103800716695162
7979      0.008826513358511156
10571     0.005847981612392625
1334      0.0053053309268846
6233      0.00519118750265699
4740      0.015471096743006531
7217      0.002784584495468961
2157      0.006818673482880796
963       0.005872396153537497
4794      0.003072710630676207
2272      0.00908503025433418
6102      0.005154289948086608
2637      0.0040402918863188956
3696      0.005638539175242441
226       0.004750039730066184
338       0.0020389589838193407
4534      0.00970166567481479
9258      0.008000931236035236
