t_index   tf-idf
12012     0.006019173861679848
8826      0.008241000404366615
5963      0.0035324594349591676
12171     0.00586238621314665
2049      0.018363212572311507
1903      0.00772646506747141
3857      0.013038046527578003
5214      0.004020376858752449
416       0.0047822988795794006
196       0.06258842040889245
8648      0.004492908893004225
2685      0.0033684110875341093
699       0.008324518470034287
7488      0.014790739357116623
10978     0.009439747287606466
6511      0.025232029841448175
1332      0.009022157973438291
9741      0.010702162391465273
10345     0.0027954276456408004
12183     0.0056621491373843305
5663      0.05552873666468948
9359      0.0053567642128401986
902       0.008079714904828568
3781      0.006199508866983479
11238     0.0028759674622601057
6616      0.0024751914976324212
8048      0.012987927091836236
208       0.002547337231405702
5275      0.004366456231417448
9356      0.006560995986339633
11681     0.009436120600329919
3790      0.006813606421619801
4397      0.007664227804299124
11884     0.0058789493193737675
6973      0.0025108389374907947
10401     0.0038905481265231316
808       0.005501031212874911
10317     0.0033101423208527552
4322      0.0020637175321447164
6233      0.003235352774543265
1017      0.006787796885800045
9264      0.0037328152998203344
10237     0.0029411765370430014
6880      0.002547337231405702
9504      0.004415789732976656
9851      0.010619261986858324
3844      0.005180325334891345
953       0.0029897268345276257
4579      0.006369595766893885
5861      0.006462303297606382
6427      0.0056621491373843305
9259      0.005552873666468948
7941      0.015418632280556269
9307      0.027505156064374554
6336      0.006666500294006687
7321      0.006199508866983479
921       0.020101884293762248
1556      0.006199508866983479
9856      0.00964219761800055
10381     0.006462303297606382
338       0.002541519296732558
12064     0.0028217183663638793
4124      0.00420533830690803
9206      0.006666500294006687
12011     0.005907346067459663
3720      0.00424966621996444
2366      0.0026544253879167727
8487      0.009022157973438291
711       0.008582232844535827
69        0.005402338524141659
11024     0.0024822548169901627
6989      0.0022465266844880036
10515     0.005907346067459663
7447      0.0022224442037474916
4049      0.002152391989955452
1349      0.0076082586398242506
4225      0.018078017795825997
3001      0.005552873666468948
2261      0.002744164546447403
10797     0.010199644451758014
1350      0.004750767743477547
9488      0.005625808949954489
9589      0.0070405153120355335
9221      0.0029897268345276257
4016      0.0016758205414849523
3516      0.0048144938776071115
7165      0.005050667777762099
2202      0.0056621491373843305
8091      0.008059355440171403
9739      0.008119178831011657
4873      0.0034068032108099007
6132      0.0029604120852877273
1295      0.010500962750593095
4074      0.004519504448956499
9029      0.002592317118857917
758       0.0016184173329553768
10104     0.008582232844535827
9581      0.008083692992032999
8959      0.0023533318905084536
3727      0.008582232844535827
11082     0.004880991568312653
3116      0.004847381293994941
3766      0.005552873666468948
6816      0.002999624642041106
4516      0.006902228426508846
9462      0.006369595766893885
2658      0.0028129044749772444
9583      0.00515435268495017
4025      0.006560995986339633
1110      0.0035281254268856106
2340      0.004602184363919608
4648      0.005139544093518757
4966      0.0020476486705709326
6777      0.0034595396754917764
3867      0.004466767984274624
766       0.006666500294006687
2457      0.008241000404366615
12020     0.0038905481265231316
2675      0.004602184363919608
2301      0.005309630993429162
6361      0.002112962765302375
8272      0.004986495875979707
3653      0.0024334832962252693
6215      0.0058422636530441234
2326      0.0050233459945647945
2362      0.005061106083972446
110       0.0034198178078520265
2538      0.006666500294006687
8049      0.004602184363919608
5564      0.007035286739499691
11594     0.007342153555411312
8478      0.01635266646487885
3159      0.0047822988795794006
8481      0.005719861870441265
6203      0.002346838437345178
2063      0.0021696064973215816
346       0.003770884403599303
2241      0.005779838417267956
9531      0.006666500294006687
3154      0.005355282321472711
9533      0.005501031212874911
6229      0.004020376858752449
5621      0.006369595766893885
1590      0.005552873666468948
3815      0.02070668527952654
7814      0.004574124752401033
8545      0.011324298274768661
7248      0.015044536142142208
5756      0.017164465689071654
1520      0.002346838437345178
9791      0.0032238115429896173
10910     0.0036223190995724784
11053     0.005355282321472711
7494      0.004099833999240976
1607      0.002735785314949675
5764      0.0034461840803610053
2160      0.004415789732976656
6114      0.001752939701512522
2870      0.005552873666468948
11027     0.002727451747065495
4046      0.003738346879884822
4677      0.003872869248441967
8640      0.0028665663290502615
3251      0.0026945643306776667
3523      0.018044315946876582
8311      0.004366456231417448
7892      0.00370648727080948
4165      0.003944845164788956
1557      0.005779838417267956
4316      0.004366456231417448
5529      0.008582232844535827
5793      0.010702162391465273
4376      0.002366402106162388
12084     0.0018764404463776938
6161      0.0029221799458926277
10885     0.003134489459580131
8028      0.0024751914976324212
